cow_id,parity,blood_calcium_mg_dl,blood_phosphorus_mg_dl,body_condition_score,days_to_calving,milk_yield_day1_kg,activity_level_score,dietary_cation_anion_difference,feed_intake_kg_day,rumination_minutes_day,behavioral_pattern,emergency_vet_required,stage
COW-1982,4,5.7,4.6,3.6,1,34.0,3.5,36.0,9.5,240.2,Reduced movement,Yes,Moderate
COW-1983,3,7.45,3.79,4.0,15,43.5,5.4,39.0,17.0,375.8,Unable to stand,No,Subclinical
COW-1984,5,5.21,4.85,2.9,17,39.0,2.5,2.3,14.5,280.1,Lethargic,Yes,Moderate
COW-1985,7,8.07,5.04,3.9,3,44.1,5.0,27.2,19.7,358.3,Normal movement,No,Subclinical
COW-1986,4,5.19,4.61,4.4,15,29.5,3.4,25.6,10.1,224.8,Reduced movement,Yes,Moderate
COW-1987,8,6.77,5.4,4.2,25,43.3,3.2,37.1,13.5,298.8,Muscle tremors,No,Mild
COW-1988,8,6.22,3.28,3.0,29,22.9,5.0,35.8,15.5,258.9,Normal movement,No,Mild
COW-1989,2,7.45,3.75,2.9,7,29.7,6.6,9.1,17.1,372.8,Lethargic,No,Subclinical
COW-1990,5,7.78,6.85,4.6,15,43.5,6.6,4.9,18.4,371.1,Muscle tremors,No,Subclinical
COW-1991,4,6.17,6.39,4.1,11,31.1,3.9,36.3,14.8,300.0,Reduced movement,No,Mild
COW-1992,7,9.35,3.3,5.0,18,10.6,9.4,9.0,23.6,574.8,Normal movement,No,Normal
COW-1993,6,4.61,6.67,3.7,30,37.3,1.2,14.2,7.4,156.1,Unable to stand,Yes,Critical
COW-1994,2,5.52,3.37,4.1,12,26.3,2.9,33.9,12.6,202.9,Reduced movement,Yes,Moderate
COW-1995,2,6.16,6.7,4.8,-4,24.1,4.2,1.2,14.7,367.2,Unable to stand,No,Mild
COW-1996,1,5.01,5.92,4.3,29,26.0,2.6,21.6,9.1,282.7,Unable to stand,Yes,Moderate
COW-1997,3,5.17,5.67,4.8,-3,37.3,2.3,14.7,10.2,192.1,Normal movement,Yes,Moderate
COW-1998,6,10.36,7.96,2.7,8,37.0,9.0,-13.5,19.4,474.5,Muscle tremors,No,Normal
COW-1999,7,8.55,3.25,3.3,7,17.2,9.6,5.9,24.0,481.3,Normal movement,No,Normal
COW-2000,3,9.51,4.05,4.8,17,36.2,8.7,2.4,21.6,474.4,Reduced movement,No,Normal
COW-2001,2,10.1,5.28,2.0,21,24.0,8.1,32.2,19.8,466.8,Lethargic,No,Normal
COW-2002,5,8.17,8.0,2.3,19,40.7,5.9,-14.1,19.2,395.1,Lethargic,No,Subclinical
COW-2003,6,6.04,5.59,2.4,25,36.7,4.7,-11.6,13.1,251.4,Reduced movement,No,Mild
COW-2004,5,5.33,7.68,4.9,6,22.8,2.8,35.9,9.1,200.7,Reduced movement,Yes,Moderate
COW-2005,4,9.11,4.61,4.3,16,11.0,8.9,10.9,24.4,489.8,Reduced movement,No,Normal
COW-2006,1,5.49,3.5,3.0,9,13.2,3.5,39.4,13.1,200.4,Normal movement,Yes,Moderate
COW-2007,8,4.88,6.02,3.9,14,26.7,1.8,34.5,7.2,96.1,Lethargic,Yes,Critical
COW-2008,6,10.41,7.16,3.7,3,17.7,9.0,-7.9,18.7,523.9,Reduced movement,No,Normal
COW-2009,2,9.99,4.25,2.8,14,21.5,9.2,38.6,20.0,542.3,Unable to stand,No,Normal
COW-2010,5,8.06,5.9,4.8,-3,36.2,5.3,29.0,17.1,449.2,Normal movement,No,Subclinical
COW-2011,3,5.01,4.98,2.0,25,26.9,3.3,3.9,13.8,208.5,Unable to stand,Yes,Moderate
COW-2012,4,7.63,6.28,3.5,16,21.8,5.5,34.1,17.2,461.7,Lethargic,No,Subclinical
COW-2013,8,10.04,6.82,2.8,18,24.9,8.4,-13.6,18.7,578.4,Unable to stand,No,Normal
COW-2014,4,10.45,3.63,3.0,23,25.3,9.5,39.1,18.8,556.9,Normal movement,No,Normal
COW-2015,3,4.06,7.2,2.7,-4,17.0,1.9,26.0,10.0,103.4,Unable to stand,Yes,Critical
COW-2016,3,6.51,5.7,4.1,28,15.8,4.1,-6.3,12.3,330.0,Reduced movement,No,Mild
COW-2017,4,6.76,6.05,4.6,12,11.7,4.5,38.3,12.9,391.3,Muscle tremors,No,Mild
COW-2018,7,10.29,3.0,2.8,30,33.4,8.4,-3.5,19.0,590.7,Unable to stand,No,Normal
COW-2019,2,7.08,6.82,4.4,10,23.7,5.8,-6.2,15.7,473.4,Muscle tremors,No,Subclinical
COW-2020,4,7.35,3.7,3.2,4,17.2,5.7,-7.2,16.1,492.4,Lethargic,No,Subclinical
COW-2021,1,6.57,5.99,2.7,23,20.5,4.0,-8.1,15.1,365.7,Unable to stand,No,Mild
COW-2022,2,8.23,7.75,2.1,11,13.9,6.5,10.7,18.6,481.3,Unable to stand,No,Subclinical
COW-2023,8,10.02,6.02,3.8,18,18.4,7.7,31.7,18.7,599.6,Muscle tremors,No,Normal
COW-2024,7,5.38,6.62,2.8,11,32.4,3.3,3.1,14.1,213.6,Lethargic,Yes,Moderate
COW-2025,2,3.52,4.11,3.3,12,13.6,1.6,28.0,6.9,150.3,Muscle tremors,Yes,Critical
COW-2026,7,7.85,3.54,4.5,1,30.1,6.7,-8.5,18.3,356.3,Reduced movement,No,Subclinical
COW-2027,7,8.14,5.2,3.4,28,11.3,6.4,6.9,15.2,447.1,Muscle tremors,No,Subclinical
COW-2028,1,6.19,4.46,3.2,-4,35.5,3.4,31.7,15.8,299.3,Lethargic,No,Mild
COW-2029,6,7.49,4.62,4.1,11,36.9,6.9,-6.2,16.4,467.6,Unable to stand,No,Subclinical
COW-2030,6,6.67,5.5,2.3,17,31.6,4.5,25.7,16.7,275.8,Reduced movement,No,Mild
COW-2031,5,8.7,5.49,2.6,19,17.1,9.2,32.1,22.5,496.9,Muscle tremors,No,Normal
COW-2032,8,8.25,3.56,3.7,27,34.5,6.5,15.8,19.8,398.4,Unable to stand,No,Subclinical
COW-2033,7,7.87,7.57,4.0,11,15.1,5.2,3.7,15.5,456.7,Lethargic,No,Subclinical
COW-2034,7,7.15,4.47,3.7,0,21.3,6.9,-2.6,19.1,483.1,Normal movement,No,Subclinical
COW-2035,3,9.84,7.92,2.7,9,25.4,7.8,29.6,21.5,575.0,Reduced movement,No,Normal
COW-2036,4,10.43,5.78,5.0,7,24.4,9.6,31.6,21.4,515.8,Unable to stand,No,Normal
COW-2037,7,8.05,4.32,3.1,10,21.2,6.4,4.6,19.9,470.5,Reduced movement,No,Subclinical
COW-2038,4,10.09,7.93,4.1,29,21.0,8.7,29.4,18.7,587.6,Unable to stand,No,Normal
COW-2039,6,9.94,5.33,3.7,-2,26.1,8.9,9.1,21.9,597.8,Unable to stand,No,Normal
COW-2040,3,7.03,5.38,4.1,-1,33.9,5.9,-11.4,18.3,484.4,Lethargic,No,Subclinical
COW-2041,1,8.0,7.93,2.6,23,20.8,6.0,23.3,18.5,491.4,Lethargic,No,Subclinical
COW-2042,7,8.79,3.03,3.8,17,30.6,8.6,27.6,22.8,497.2,Normal movement,No,Normal
COW-2043,7,6.66,6.79,2.5,6,11.0,4.5,36.1,13.5,340.2,Normal movement,No,Mild
COW-2044,2,10.39,5.04,4.1,3,39.7,8.7,-4.9,24.6,508.1,Lethargic,No,Normal
COW-2045,7,8.23,4.13,5.0,0,21.9,6.0,26.3,15.9,410.2,Unable to stand,No,Subclinical
COW-2046,1,10.46,7.82,3.6,-5,21.4,7.2,1.8,20.6,475.3,Unable to stand,No,Normal
COW-2047,2,8.34,4.09,3.0,4,31.0,5.4,16.6,18.1,377.3,Muscle tremors,No,Subclinical
COW-2048,3,6.46,7.68,4.7,2,38.3,4.6,2.1,14.7,343.3,Lethargic,No,Mild
COW-2049,3,9.68,3.78,3.8,16,42.8,7.5,36.1,18.7,479.0,Unable to stand,No,Normal
COW-2050,8,5.85,3.71,4.9,26,16.6,3.3,7.2,8.5,209.5,Lethargic,Yes,Moderate
COW-2051,8,10.12,3.49,3.6,15,41.9,9.7,16.0,23.0,575.9,Unable to stand,No,Normal
COW-2052,4,7.4,6.13,3.2,19,12.9,5.3,-13.7,18.8,393.9,Normal movement,No,Subclinical
COW-2053,8,9.72,6.85,4.1,28,39.1,7.9,-4.7,24.9,565.6,Normal movement,No,Normal
COW-2054,3,9.78,4.51,2.6,29,11.8,9.2,30.4,21.7,457.1,Muscle tremors,No,Normal
COW-2055,3,6.46,5.29,2.6,9,34.9,4.4,-11.0,12.3,282.2,Reduced movement,No,Mild
COW-2056,1,7.06,4.45,4.7,16,44.5,5.8,39.3,19.5,367.4,Reduced movement,No,Subclinical
COW-2057,7,7.06,7.41,3.3,14,17.2,5.3,33.3,16.2,450.3,Lethargic,No,Subclinical
COW-2058,1,7.58,7.08,3.5,-5,31.9,5.8,6.8,16.4,485.2,Muscle tremors,No,Subclinical
COW-2059,4,8.64,3.33,3.6,5,43.0,7.3,-0.9,19.1,568.7,Muscle tremors,No,Normal
COW-2060,5,9.07,7.11,4.7,0,29.4,8.7,12.4,18.8,467.9,Reduced movement,No,Normal
COW-2061,1,7.66,3.92,4.3,-1,18.5,5.2,18.8,16.1,475.0,Muscle tremors,No,Subclinical
COW-2062,8,6.54,3.94,2.6,15,11.5,3.1,-14.2,17.6,365.0,Reduced movement,No,Mild
COW-2063,5,10.34,4.96,2.5,13,27.7,8.1,-2.6,19.4,546.6,Reduced movement,No,Normal
COW-2064,8,8.55,4.44,2.5,30,43.7,8.3,-11.9,23.9,540.2,Normal movement,No,Normal
COW-2065,1,7.87,3.72,2.3,9,10.2,5.3,-14.8,19.7,405.6,Normal movement,No,Subclinical
COW-2066,2,5.77,3.1,4.5,25,42.8,3.5,20.5,8.2,245.5,Lethargic,Yes,Moderate
COW-2067,7,6.4,4.73,5.0,24,26.8,4.5,34.4,16.1,341.9,Muscle tremors,No,Mild
COW-2068,6,7.31,4.94,2.8,5,22.9,5.6,-13.8,18.7,494.5,Lethargic,No,Subclinical
COW-2069,8,9.32,3.63,3.9,8,43.0,9.6,8.2,24.0,598.1,Muscle tremors,No,Normal
COW-2070,8,7.62,4.99,4.2,8,18.6,5.8,24.2,16.8,398.9,Unable to stand,No,Subclinical
COW-2071,6,10.3,6.22,2.6,4,26.5,8.6,14.9,23.3,511.2,Muscle tremors,No,Normal
COW-2072,7,8.6,4.92,3.6,6,43.0,7.7,-13.7,21.9,473.5,Reduced movement,No,Normal
COW-2073,3,7.38,5.01,4.3,7,15.3,6.5,2.4,17.8,373.4,Reduced movement,No,Subclinical
COW-2074,3,5.69,5.65,3.9,-3,33.7,3.0,28.3,12.3,271.6,Normal movement,Yes,Moderate
COW-2075,1,9.16,6.72,4.9,14,39.4,7.3,5.0,24.5,503.5,Lethargic,No,Normal
COW-2076,8,7.67,5.81,4.7,4,15.7,6.4,-8.5,16.4,365.2,Unable to stand,No,Subclinical
COW-2077,8,7.98,3.57,4.8,23,13.4,5.6,-12.8,19.2,387.4,Muscle tremors,No,Subclinical
COW-2078,8,7.24,7.65,3.8,6,25.7,5.0,-13.9,18.4,472.7,Muscle tremors,No,Subclinical
COW-2079,6,4.74,3.67,2.9,20,42.1,2.0,-8.9,9.3,88.3,Reduced movement,Yes,Critical
COW-2080,6,3.91,7.92,3.5,21,44.7,1.7,5.1,8.7,122.6,Lethargic,Yes,Critical
COW-2081,5,10.46,3.83,3.9,14,19.2,9.7,39.8,18.2,497.8,Lethargic,No,Normal
COW-2082,8,9.82,7.63,2.0,-4,20.6,8.0,-4.0,18.2,580.8,Muscle tremors,No,Normal
COW-2083,1,7.97,5.56,5.0,22,24.3,5.5,3.8,16.9,405.0,Lethargic,No,Subclinical
COW-2084,4,6.44,3.42,4.0,15,40.2,3.5,34.3,17.5,387.8,Normal movement,No,Mild
COW-2085,2,5.22,4.18,2.3,-1,10.3,2.4,-14.3,8.5,248.6,Lethargic,Yes,Moderate
COW-2086,2,5.14,7.37,4.4,1,31.4,3.3,-11.9,14.1,235.3,Reduced movement,Yes,Moderate
COW-2087,2,8.87,6.43,2.6,0,23.5,9.2,19.4,18.6,514.9,Reduced movement,No,Normal
COW-2088,4,7.99,6.66,3.8,-2,25.5,6.0,12.9,18.5,420.4,Normal movement,No,Subclinical
COW-2089,4,9.03,3.62,4.3,7,16.5,9.6,2.7,22.0,478.4,Reduced movement,No,Normal
COW-2090,5,9.7,7.12,4.2,28,10.2,8.5,34.0,20.0,514.0,Lethargic,No,Normal
COW-2091,3,8.63,6.1,4.5,0,33.6,7.2,34.4,20.4,559.9,Muscle tremors,No,Normal
COW-2092,2,9.14,6.03,4.9,11,35.5,9.3,2.5,24.4,554.7,Lethargic,No,Normal
COW-2093,8,6.33,6.72,2.7,5,11.5,3.6,4.4,14.9,331.9,Muscle tremors,No,Mild
COW-2094,6,5.83,7.5,3.4,4,35.8,3.7,6.2,14.8,235.6,Normal movement,Yes,Moderate
COW-2095,6,5.34,5.17,4.5,6,15.3,3.7,37.0,9.0,223.9,Reduced movement,Yes,Moderate
COW-2096,7,9.44,3.79,4.5,30,19.7,7.8,-4.6,19.4,524.6,Unable to stand,No,Normal
COW-2097,7,6.39,4.77,2.3,15,34.7,4.7,18.4,14.9,349.9,Reduced movement,No,Mild
COW-2098,8,10.11,3.79,3.9,22,31.4,8.2,18.0,18.1,496.2,Unable to stand,No,Normal
COW-2099,6,10.11,3.32,3.3,21,18.6,9.6,37.0,20.6,595.6,Reduced movement,No,Normal
COW-2100,6,5.57,4.7,4.4,7,41.6,3.8,38.1,11.3,213.7,Unable to stand,Yes,Moderate
COW-2101,4,4.49,5.82,4.7,15,27.9,1.4,-9.7,8.9,109.9,Reduced movement,Yes,Critical
COW-2102,2,6.48,6.64,2.2,19,37.2,3.9,28.5,17.4,392.1,Lethargic,No,Mild
COW-2103,6,6.76,4.64,4.5,25,29.7,3.1,28.1,13.5,345.0,Lethargic,No,Mild
COW-2104,6,7.85,7.79,3.8,2,20.3,6.1,-11.7,19.1,446.9,Reduced movement,No,Subclinical
COW-2105,5,7.35,4.49,2.6,13,10.9,5.8,20.8,18.5,477.9,Muscle tremors,No,Subclinical
COW-2106,8,10.05,3.78,3.3,15,13.8,10.0,0.0,21.1,507.3,Lethargic,No,Normal
COW-2107,8,9.07,3.26,3.0,25,22.9,8.8,2.3,20.3,452.5,Muscle tremors,No,Normal
COW-2108,7,7.9,3.17,2.8,-3,40.9,5.8,-11.9,16.6,475.4,Reduced movement,No,Subclinical
COW-2109,2,7.2,3.46,3.1,17,21.8,5.2,7.7,15.8,457.1,Normal movement,No,Subclinical
COW-2110,1,7.73,7.11,4.4,23,15.6,6.3,27.0,17.0,373.2,Lethargic,No,Subclinical
COW-2111,1,9.79,4.13,2.1,9,36.5,8.7,37.2,18.4,576.4,Reduced movement,No,Normal
COW-2112,6,7.54,4.45,2.1,21,29.3,6.3,-12.8,17.0,426.5,Unable to stand,No,Subclinical
COW-2113,4,9.67,4.84,4.7,5,23.9,7.0,-6.6,22.9,537.2,Normal movement,No,Normal
COW-2114,5,5.24,6.77,2.8,7,21.4,2.7,-0.7,10.7,280.2,Normal movement,Yes,Moderate
COW-2115,8,6.03,5.03,2.6,-3,23.6,4.2,-9.1,15.9,326.8,Reduced movement,No,Mild
COW-2116,5,10.17,4.8,2.2,9,29.8,9.0,33.6,24.2,572.7,Lethargic,No,Normal
COW-2117,1,9.12,5.5,4.2,15,26.0,7.6,6.5,19.3,500.1,Reduced movement,No,Normal
COW-2118,8,5.5,4.24,3.8,-5,39.8,2.6,19.1,14.9,282.9,Normal movement,Yes,Moderate
COW-2119,1,3.92,3.27,2.6,7,44.0,1.1,25.8,7.4,99.1,Lethargic,Yes,Critical
COW-2120,7,9.81,3.71,3.4,8,14.2,7.9,20.0,18.2,468.0,Normal movement,No,Normal
COW-2121,8,5.16,7.43,4.1,12,19.5,2.2,23.7,13.1,234.6,Muscle tremors,Yes,Moderate
COW-2122,3,8.93,5.16,3.4,6,44.1,8.2,16.7,20.6,455.6,Normal movement,No,Normal
COW-2123,5,6.64,6.36,4.9,7,18.2,4.4,9.6,13.2,290.1,Normal movement,No,Mild
COW-2124,1,4.72,5.44,2.7,-2,20.0,1.8,-10.1,6.6,194.3,Lethargic,Yes,Critical
COW-2125,8,7.76,5.7,3.0,17,24.2,5.7,16.9,19.5,458.9,Lethargic,No,Subclinical
COW-2126,6,8.07,6.38,3.2,22,13.0,5.3,-1.1,18.4,483.4,Reduced movement,No,Subclinical
COW-2127,6,9.79,7.45,3.0,4,31.0,8.4,14.7,21.8,552.1,Reduced movement,No,Normal
COW-2128,3,5.88,7.12,4.6,27,29.0,3.6,13.6,13.8,227.6,Unable to stand,Yes,Moderate
COW-2129,3,9.98,4.63,4.5,18,29.2,9.1,6.7,23.5,523.4,Muscle tremors,No,Normal
COW-2130,6,10.0,6.22,2.5,7,35.1,9.1,34.1,24.9,483.9,Unable to stand,No,Normal
COW-2131,8,5.13,5.03,4.5,29,32.3,2.1,37.3,14.7,209.0,Reduced movement,Yes,Moderate
COW-2132,1,9.09,3.34,3.4,2,24.8,7.6,4.7,23.8,552.1,Muscle tremors,No,Normal
COW-2133,5,9.19,7.6,3.9,-3,33.8,8.1,38.7,20.1,542.9,Muscle tremors,No,Normal
COW-2134,1,9.01,6.85,3.3,17,43.2,8.4,22.7,23.6,562.9,Normal movement,No,Normal
COW-2135,8,8.06,4.23,4.5,1,25.9,5.2,26.2,16.3,363.8,Reduced movement,No,Subclinical
COW-2136,8,6.03,4.08,3.2,-5,33.9,3.6,17.6,16.7,378.2,Normal movement,No,Mild
COW-2137,8,3.6,7.01,3.6,-2,18.9,0.8,-8.5,5.6,147.8,Unable to stand,Yes,Critical
COW-2138,8,7.41,3.55,2.5,-1,17.0,5.3,11.7,16.5,399.7,Normal movement,No,Subclinical
COW-2139,3,8.08,6.42,4.5,9,35.0,5.1,29.5,15.9,401.0,Normal movement,No,Subclinical
COW-2140,3,8.76,5.48,4.4,22,10.7,9.9,13.9,22.2,453.6,Lethargic,No,Normal
COW-2141,2,6.38,3.33,2.3,17,26.6,3.1,12.9,14.6,355.3,Reduced movement,No,Mild
COW-2142,3,5.11,5.23,5.0,18,29.5,2.3,11.3,12.0,259.8,Reduced movement,Yes,Moderate
COW-2143,2,7.78,6.51,2.0,-2,27.9,5.5,-14.3,15.7,370.0,Unable to stand,No,Subclinical
COW-2144,1,6.27,5.4,2.6,25,26.7,4.6,-3.2,13.9,286.6,Reduced movement,No,Mild
COW-2145,2,7.2,3.34,3.5,-1,29.8,5.3,-1.4,17.5,479.2,Muscle tremors,No,Subclinical
COW-2146,6,5.84,3.21,3.0,20,11.0,3.7,21.9,10.8,270.3,Lethargic,Yes,Moderate
COW-2147,4,8.05,7.44,3.9,5,18.4,5.3,13.7,18.1,468.6,Muscle tremors,No,Subclinical
COW-2148,7,6.54,6.89,4.3,-3,22.9,3.8,6.6,15.4,355.7,Muscle tremors,No,Mild
COW-2149,6,6.27,7.74,3.5,19,36.5,4.1,31.2,14.0,296.2,Unable to stand,No,Mild
COW-2150,3,6.42,5.58,3.9,11,32.0,3.2,36.4,14.9,301.4,Lethargic,No,Mild
COW-2151,4,7.44,4.74,2.9,16,28.1,6.8,7.6,19.5,434.9,Lethargic,No,Subclinical
COW-2152,4,8.08,4.48,4.1,18,34.9,6.8,15.4,15.7,465.5,Reduced movement,No,Subclinical
COW-2153,3,5.11,5.99,3.9,16,16.4,3.4,20.6,10.0,209.6,Muscle tremors,Yes,Moderate
COW-2154,7,7.68,3.73,3.8,11,14.4,5.5,5.7,17.8,430.6,Unable to stand,No,Subclinical
COW-2155,1,3.59,7.67,3.7,12,27.9,1.7,8.1,5.5,139.4,Lethargic,Yes,Critical
COW-2156,7,9.76,4.57,2.4,2,22.6,8.5,29.1,18.8,515.6,Normal movement,No,Normal
COW-2157,2,9.05,7.63,4.1,8,11.4,8.6,21.3,19.9,567.6,Normal movement,No,Normal
COW-2158,6,10.45,4.1,3.8,12,42.5,9.2,4.4,20.0,486.1,Reduced movement,No,Normal
COW-2159,6,10.02,5.71,2.1,5,13.2,7.5,25.7,24.8,507.5,Lethargic,No,Normal
COW-2160,2,5.09,3.83,2.5,9,19.8,3.7,-14.8,9.5,235.1,Lethargic,Yes,Moderate
COW-2161,7,7.62,5.22,2.5,19,39.8,5.5,26.3,19.2,411.3,Normal movement,No,Subclinical
COW-2162,5,7.29,4.71,2.1,27,31.5,6.3,31.1,17.2,481.3,Unable to stand,No,Subclinical
COW-2163,3,9.91,6.94,2.6,15,22.4,8.8,0.1,22.9,506.6,Lethargic,No,Normal
COW-2164,7,5.54,4.22,4.1,23,35.0,2.9,-13.8,8.2,292.2,Unable to stand,Yes,Moderate
COW-2165,7,8.54,5.19,3.0,12,22.8,8.3,39.8,21.1,513.6,Muscle tremors,No,Normal
COW-2166,4,10.21,7.23,4.9,18,11.7,8.9,-2.4,22.2,571.5,Reduced movement,No,Normal
COW-2167,1,9.0,3.71,3.3,6,18.0,8.6,2.1,19.8,472.4,Unable to stand,No,Normal
COW-2168,2,9.74,7.33,4.2,13,29.2,8.7,36.8,23.5,580.8,Reduced movement,No,Normal
COW-2169,4,9.71,6.92,3.6,24,29.4,7.2,5.3,23.4,490.4,Reduced movement,No,Normal
COW-2170,3,8.99,5.57,2.1,27,41.3,7.0,6.7,24.0,565.0,Reduced movement,No,Normal
COW-2171,3,10.19,6.92,3.4,24,16.1,7.7,-9.0,22.3,505.1,Reduced movement,No,Normal
COW-2172,1,8.63,6.99,4.0,20,29.3,8.1,24.9,18.0,519.1,Unable to stand,No,Normal
COW-2173,6,8.1,4.26,4.8,5,27.6,6.2,12.5,19.2,410.8,Normal movement,No,Subclinical
COW-2174,6,10.18,4.5,2.1,26,17.0,7.3,-14.1,24.3,507.4,Muscle tremors,No,Normal
COW-2175,3,6.4,6.97,3.2,4,10.6,4.2,-2.5,16.6,271.0,Muscle tremors,No,Mild
COW-2176,7,9.43,5.08,2.2,4,41.4,8.4,35.8,24.2,519.5,Lethargic,No,Normal
COW-2177,6,7.65,5.99,3.1,27,29.3,5.8,-12.8,18.3,415.0,Muscle tremors,No,Subclinical
COW-2178,6,8.89,3.73,4.1,12,12.1,9.8,13.0,19.2,598.8,Unable to stand,No,Normal
COW-2179,8,7.56,4.42,2.2,28,30.5,6.6,33.6,17.3,443.3,Muscle tremors,No,Subclinical
COW-2180,1,7.93,7.99,2.5,19,21.6,6.1,24.3,18.7,425.9,Lethargic,No,Subclinical
COW-2181,4,8.69,4.51,4.9,7,24.6,8.2,-4.3,20.8,456.3,Reduced movement,No,Normal
COW-2182,5,8.39,3.19,4.2,-1,17.7,5.4,35.3,20.0,374.5,Reduced movement,No,Subclinical
COW-2183,8,5.1,6.64,3.1,25,43.4,3.3,-0.8,13.7,221.1,Unable to stand,Yes,Moderate
COW-2184,6,7.88,6.58,3.6,12,38.2,5.7,27.8,15.8,452.3,Reduced movement,No,Subclinical
COW-2185,1,9.37,7.86,5.0,-2,43.3,7.8,1.5,24.6,495.1,Lethargic,No,Normal
COW-2186,3,9.61,5.32,2.5,1,34.4,9.5,12.8,19.5,593.4,Muscle tremors,No,Normal
COW-2187,7,6.51,7.74,4.0,15,42.4,3.6,-11.9,13.5,343.5,Muscle tremors,No,Mild
COW-2188,3,5.37,4.54,3.5,26,42.5,4.0,6.8,10.3,224.4,Reduced movement,Yes,Moderate
COW-2189,4,7.4,4.64,3.1,0,13.5,6.2,-10.5,15.8,373.9,Normal movement,No,Subclinical
COW-2190,7,9.49,6.24,5.0,-5,26.5,7.3,-13.2,24.8,571.2,Lethargic,No,Normal
COW-2191,6,4.45,3.44,2.5,14,21.6,1.9,-12.9,8.2,159.9,Unable to stand,Yes,Critical
COW-2192,1,9.73,4.95,5.0,1,19.4,9.5,1.0,19.3,475.5,Unable to stand,No,Normal
COW-2193,5,8.78,6.88,3.5,26,31.2,8.4,22.9,24.0,473.6,Normal movement,No,Normal
COW-2194,6,7.93,5.54,2.9,20,24.6,6.4,36.2,19.1,403.8,Lethargic,No,Subclinical
COW-2195,4,6.22,5.94,2.4,1,44.9,3.3,-8.1,12.9,261.9,Normal movement,No,Mild
COW-2196,6,9.88,3.61,3.9,30,35.5,8.7,1.6,23.0,515.3,Reduced movement,No,Normal
COW-2197,1,5.33,7.21,4.4,19,16.5,2.8,12.4,10.4,185.9,Muscle tremors,Yes,Moderate
COW-2198,6,5.4,6.29,4.9,6,10.3,3.6,28.1,13.2,264.9,Lethargic,Yes,Moderate
COW-2199,8,8.23,5.56,3.5,12,41.8,5.7,24.6,15.2,371.1,Muscle tremors,No,Subclinical
COW-2200,1,9.76,3.01,3.4,27,17.1,9.1,-6.9,23.6,506.0,Unable to stand,No,Normal
COW-2201,7,10.28,5.17,4.8,-3,25.9,10.0,24.6,22.3,541.8,Unable to stand,No,Normal
COW-2202,8,8.59,6.96,3.4,21,42.5,8.0,35.3,20.9,544.1,Unable to stand,No,Normal
COW-2203,6,8.17,7.26,4.5,11,23.8,5.4,-14.8,16.3,483.7,Reduced movement,No,Subclinical
COW-2204,8,8.98,7.02,3.6,29,42.9,7.0,-14.1,18.3,461.4,Lethargic,No,Normal
COW-2205,1,6.45,6.9,4.6,19,29.6,4.2,3.1,15.2,332.9,Unable to stand,No,Mild
COW-2206,1,6.62,3.1,2.4,11,15.9,3.2,1.1,15.9,392.0,Lethargic,No,Mild
COW-2207,7,7.29,4.55,3.6,30,32.4,5.3,-10.8,15.5,489.8,Reduced movement,No,Subclinical
COW-2208,1,5.86,4.35,2.5,23,21.8,2.1,12.5,13.4,271.0,Unable to stand,Yes,Moderate
COW-2209,2,7.67,3.46,2.5,7,29.1,6.2,-1.2,18.9,403.4,Normal movement,No,Subclinical
COW-2210,2,5.89,6.45,2.6,17,11.0,2.3,31.9,10.4,242.7,Muscle tremors,Yes,Moderate
COW-2211,7,8.92,6.74,2.2,9,39.2,7.6,36.4,22.5,566.0,Muscle tremors,No,Normal
COW-2212,8,7.54,5.26,2.0,17,10.6,6.3,21.6,16.0,356.3,Lethargic,No,Subclinical
COW-2213,7,6.67,3.67,2.3,28,29.6,3.0,-8.6,13.9,319.5,Reduced movement,No,Mild
COW-2214,6,7.17,4.23,3.6,22,20.3,6.6,32.2,18.9,445.7,Normal movement,No,Subclinical
COW-2215,3,4.47,7.25,4.9,28,22.7,1.7,12.4,10.0,113.7,Lethargic,Yes,Critical
COW-2216,1,8.37,7.66,3.8,1,22.7,5.7,-9.8,18.6,480.4,Lethargic,No,Subclinical
COW-2217,6,6.8,4.16,2.8,30,36.4,3.4,35.2,13.3,370.1,Normal movement,No,Mild
COW-2218,5,5.82,7.65,2.9,21,13.3,3.3,3.3,8.7,228.4,Normal movement,Yes,Moderate
COW-2219,2,10.4,5.35,3.1,29,13.7,8.8,-6.3,18.7,521.5,Unable to stand,No,Normal
COW-2220,4,5.07,7.33,3.9,-4,26.5,2.3,25.1,12.5,248.3,Reduced movement,Yes,Moderate
COW-2221,4,10.48,6.97,4.3,7,27.2,7.0,-1.9,21.7,491.0,Muscle tremors,No,Normal
COW-2222,7,8.88,5.95,4.7,13,19.4,8.6,18.9,20.4,510.7,Normal movement,No,Normal
COW-2223,5,6.58,3.96,2.8,3,30.2,4.0,29.8,17.9,310.8,Unable to stand,No,Mild
COW-2224,4,8.76,6.66,4.1,3,43.8,7.1,0.2,25.0,561.7,Normal movement,No,Normal
COW-2225,4,8.0,4.03,2.4,2,40.4,6.7,2.9,15.1,366.0,Muscle tremors,No,Subclinical
COW-2226,5,7.62,4.77,4.6,10,27.1,5.4,37.2,18.2,381.0,Muscle tremors,No,Subclinical
COW-2227,1,9.37,6.74,3.6,8,24.5,7.5,33.5,23.5,575.1,Reduced movement,No,Normal
